Chrom	Starts	Ends	genes
chr21	43107942	43107942	ENSG00000286549
chr21	43115709	43115709	ENSG00000232777
chr21	43141092	43141092	ENSG00000236663
chr21	43162277	43162277	ENSG00000228120
chr21	43169008	43169008	CRYAA
chr21	43332039	43332039	ENSG00000237864
chr21	43362349	43362349	LINC01679
chr21	43363332	43363332	ENSG00000225637
chr21	43427131	43427131	SIK1
chr21	43446601	43446601	LINC00319
chr21	43479534	43479534	LINC00313
chr21	43465309	43465309	ENSG00000223975
chr21	43659488	43659488	HSF2BP
chr21	43551229	43551229	RPL31P1
chr21	43565182	43565182	H2BC12L
chr21	43609989	43609989	MIR6070
chr21	43659560	43659560	RRP1B
chr21	43719094	43719094	PDXK
chr21	43748468	43748468	ENSG00000281420
chr21	43768320	43768320	ENSG00000287507
chr21	43776330	43776330	CSTB
chr21	43783123	43783123	TMEM97P1
chr21	43789513	43789513	RRP1
chr21	43812567	43812567	AATBC
chr21	43856342	43856342	ENSG00000226543
chr21	43865223	43865223	AGPAT3
chr21	43919901	43919901	RNU6-859P
chr21	43939919	43939919	ENSG00000288593
chr21	43996420	43996420	RNU6-1150P
chr21	44012309	44012309	TRAPPC10
chr21	44047041	44047041	ENSG00000213440
chr21	44107373	44107373	PWP2
chr21	44133610	44133610	GATD3
chr21	44160076	44160076	ENSG00000225331
chr21	44194338	44194338	LOC105377139
chr21	44175489	44175489	ENSG00000237604
chr21	44207399	44207399	LOC105372832
chr21	44240966	44240966	ICOSLG
chr21	44241847	44241847	ENSG00000278158
chr21	44244545	44244545	ENSG00000275799
chr21	44262216	44262216	DNMT3L
chr21	44250813	44250813	DNMT3L-AS1
chr21	44285838	44285838	AIRE
chr21	44300051	44300051	PFKL
chr21	44330221	44330221	ENSG00000241728
chr21	44339402	44339402	CFAP410
chr21	44331234	44331234	ENSG00000184441
chr21	44339376	44339376	ENSG00000232969
chr21	44348295	44348295	ENSG00000260256
chr21	44350163	44350163	TRPM2
chr21	44425272	44425272	ENSG00000230061
chr21	44437121	44437121	LOC124905069
chr21	44439035	44439035	LOC124905068
chr21	44455284	44455284	LRRC3-DT
chr21	44455510	44455510	LRRC3
chr21	44472516	44472516	MTCYBP21
chr21	44472895	44472895	MTND6P21
chr21	44475097	44475097	MTND5P1
chr21	44477850	44477850	ENSG00000274225
chr21	44485577	44485577	ENSG00000228709
chr21	44494874	44494874	ENSG00000277352
chr21	44711572	44711572	TSPEAR
chr21	44506807	44506807	TSPEAR-AS1
chr21	44517216	44517216	ENSG00000182912
chr21	44530172	44530172	ENSG00000287088
chr21	44540195	44540195	KRTAP10-1
chr21	44551505	44551505	KRTAP10-2
chr21	44558795	44558795	KRTAP10-3
chr21	44573724	44573724	KRTAP10-4
chr21	44580604	44580604	KRTAP10-5
chr21	44592505	44592505	KRTAP10-6
chr21	44600597	44600597	KRTAP10-7
chr21	44612079	44612079	KRTAP10-8
chr21	44627093	44627093	KRTAP10-9
chr21	44637356	44637356	KRTAP10-10
chr21	44646414	44646414	KRTAP10-11
chr21	44654659	44654659	KRTAP12-4
chr21	44657932	44657932	KRTAP12-3
chr21	44666927	44666927	KRTAP12-2
chr21	44678086	44678086	IMMTP1
chr21	44682163	44682163	KRTAP12-1
chr21	44686358	44686358	KRTAP12-5P
chr21	44697172	44697172	KRTAP10-12
chr21	44702221	44702221	ENSG00000236382
chr21	44801826	44801826	UBE2G2
chr21	44802577	44802577	ENSG00000236519
chr21	44818779	44818779	SUMO3
chr21	44873903	44873903	PTTG1IP
chr21	44931989	44931989	ITGB2
chr21	44921051	44921051	ITGB2-AS1
chr21	44930112	44930112	ENSG00000273027
chr21	44939937	44939937	LINC01547
chr21	44936303	44936303	ENSG00000272825
chr21	44940012	44940012	SLX9
chr21	44978832	44978832	ENSG00000276529
chr21	44994086	44994086	LINC00163
chr21	44995185	44995185	LINC00165
chr21	45004727	45004727	PICSAR
chr21	45074165	45074165	SSR4P1
chr21	45073853	45073853	ADARB1
chr21	45101094	45101094	ENSG00000267857
chr21	45234308	45234308	LINC00334
chr21	45287898	45287898	POFUT2
chr21	45288050	45288050	LINC00205
chr21	45299929	45299929	ENSG00000286262
chr21	45305257	45305257	ENSG00000184274
chr21	45336707	45336707	ENSG00000229382
chr21	45341990	45341990	LINC00316
chr21	45376382	45376382	MTCO1P3
chr21	45379635	45379635	ENSG00000228355
chr21	45404369	45404369	ENSG00000273796
chr21	45405165	45405165	COL18A1
chr21	45410065	45410065	COL18A1-AS2
chr21	45425070	45425070	COL18A1-AS1
chr21	45478266	45478266	MIR6815
chr21	45573365	45573365	SLC19A1
chr21	45593654	45593654	LINC01694
chr21	45625675	45625675	ENSG00000286082
chr21	45607386	45607386	ENSG00000286594
chr21	45643694	45643694	PCBP3
chr21	45763758	45763758	ENSG00000275139
chr21	45837987	45837987	ENSG00000205424
chr21	45888638	45888638	ENSG00000286886
chr21	45870854	45870854	ENSG00000276633
chr21	45914296	45914296	ENSG00000280604
chr21	45974489	45974489	ENSG00000274248
chr21	45981770	45981770	COL6A1
chr21	46037052	46037052	ENSG00000224413
chr21	46052596	46052596	ENSG00000228235
chr21	46056516	46056516	ENSG00000226115
chr21	46072248	46072248	PSMA6P3
chr21	46097530	46097530	ENSG00000227438
chr21	46098112	46098112	COL6A2
chr21	46155579	46155579	FTCD
chr21	46151614	46151614	FTCD-AS1
chr21	46184476	46184476	SPATC1L
chr21	46185079	46185079	ENSG00000228404
chr21	46228824	46228824	LSS
chr21	46220269	46220269	ENSG00000223901
chr21	46229196	46229196	MCM3AP-AS1
chr21	46286297	46286297	MCM3AP
chr21	46246890	46246890	ENSG00000228137
chr21	46254133	46254133	ENSG00000239415
chr21	46286342	46286342	YBEY
chr21	46323875	46323875	C21orf58
chr21	46324141	46324141	PCNT
chr21	46326288	46326288	LOC128092249
chr21	46421034	46421034	RPL18AP2
chr21	46458891	46458891	DIP2A
chr21	46462471	46462471	DIP2A-IT1
chr21	46525618	46525618	RNU6-396P
chr21	46605208	46605208	S100B
chr21	46635595	46635595	PRMT2
chr21	46654022	46654022	ENSG00000230982
chr21	46690764	46690764	RPL23AP4
chr22	10736283	10736283	LOC124905166
chr22	10961338	10961338	ENSG00000283047
chr22	11066418	11066418	ENSG00000279973
chr22	11124337	11124337	ENSG00000226444
chr22	11249959	11249959	LOC110467520
chr22	11474744	11474744	ZNF73P
chr22	11827523	11827523	ENSG00000286406
chr22	12602466	12602466	ENSG00000283023
chr22	15273855	15273855	LOC124905168
chr22	15288670	15288670	ENSG00000280341
chr22	15290718	15290718	ENSG00000236235
chr22	15304556	15304556	ENSG00000279442
chr22	15343065	15343065	ENSG00000184624
chr22	15349467	15349467	BNIP3P2
chr22	15489990	15489990	YME1L1P1
chr22	15528192	15528192	OR11H1
chr22	15541436	15541436	ENSG00000237299
chr22	15553838	15553838	ENSG00000235759
chr22	15560694	15560694	ENSG00000233408
chr22	15564276	15564276	ENSG00000215268
chr22	15573265	15573265	LOC100132723
chr22	15588361	15588361	ENSG00000230643
chr22	15604882	15604882	ENSG00000230471
chr22	15613096	15613096	ENSG00000231565
chr22	15615578	15615578	ENSG00000226474
chr22	15632051	15632051	ENSG00000224435
chr22	15644330	15644330	ENSG00000234381
chr22	15690026	15690026	POTEH
chr22	15703403	15703403	ENSG00000236666
chr22	15701459	15701459	RNU6-816P
chr22	15721486	15721486	ENSG00000241838
chr22	15746630	15746630	ENSG00000225255
chr22	15750825	15750825	ENSG00000235992
chr22	15784959	15784959	DUXAP8
chr22	15794901	15794901	ENSG00000271127
chr22	15820884	15820884	ENSG00000232775
chr22	15823197	15823197	ENSG00000272872
chr22	15826566	15826566	ENSG00000271672
chr22	15852990	15852990	ENSG00000223875
chr22	15855243	15855243	ENSG00000215270
chr22	15901791	15901791	ENSG00000229286
chr22	15915800	15915800	ENSG00000233866
chr22	16141767	16141767	LOC124905169
chr22	16387694	16387694	ENSG00000225293
chr22	16405330	16405330	ENSG00000226160
chr22	16423943	16423943	ENSG00000229658
chr22	16476870	16476870	ENSG00000227367
chr22	16486985	16486985	ACTR3BP2
chr22	16503304	16503304	CHEK2P4
chr22	16521059	16521059	ENSG00000273362
chr22	16572027	16572027	ENSG00000233995
chr22	16582707	16582707	ENSG00000239435
chr22	16592810	16592810	CCT8L2
chr22	16592895	16592895	ENSG00000287285
chr22	16595485	16595485	ENSG00000240122
chr22	16601887	16601887	ENSG00000100181
chr22	16601911	16601911	ENSG00000283633
chr22	16616170	16616170	ENSG00000267338
chr22	16646581	16646581	ENSG00000249288
chr22	16659628	16659628	PARP4P3
chr22	16675540	16675540	ENSG00000189295
chr22	16679493	16679493	ANKRD62P1
chr22	16694648	16694648	ENSG00000273244
chr22	16704477	16704477	VWFP1
chr22	16725072	16725072	ENSG00000288024
chr22	16748645	16748645	LINC01665
chr22	16825411	16825411	XKR3
chr22	16827474	16827474	ENSG00000229027
chr22	16837522	16837522	ENSG00000234121
chr22	16844399	16844399	ENSG00000283535
chr22	16855804	16855804	ENSG00000237835
chr22	16860718	16860718	ZNF402P
chr22	16869478	16869478	ENSG00000237689
chr22	16876421	16876421	ENSG00000228122
chr22	16876902	16876902	ENSG00000237358
chr22	16897445	16897445	ENSG00000225480
chr22	16904696	16904696	ENSG00000230481
chr22	16914981	16914981	ENSG00000253691
chr22	16922173	16922173	ENSG00000253460
chr22	16926444	16926444	IGKV3OR22-2
chr22	16934003	16934003	ENSG00000253481
chr22	16953895	16953895	ENSG00000285045
chr22	17008222	17008222	GAB4
chr22	17012404	17012404	LOC100419811
chr22	17022570	17022570	ENSG00000276400
chr22	17036570	17036570	ENSG00000237438
chr22	17067821	17067821	ENSG00000273203
chr22	17080701	17080701	ENSG00000273442
chr22	17084954	17084954	IL17RA
chr22	17093939	17093939	RPL31P62
chr22	17121367	17121367	TMEM121B
chr22	17121560	17121560	LINC01664
chr22	17165287	17165287	HDHD5
chr22	17159384	17159384	HDHD5-AS1
chr22	17258235	17258235	ADA2
chr22	17192936	17192936	ENSG00000236325
chr22	17213516	17213516	ENSG00000203416
chr22	17266733	17266733	CECR3
chr22	17329034	17329034	ENSG00000231004
chr22	17353177	17353177	RN7SL843P
chr22	17359949	17359949	CECR2
chr22	17418697	17418697	ENSG00000229492
chr22	17424775	17424775	ENSG00000232305
chr22	17519029	17519029	ENSG00000228045
chr22	17570078	17570078	ENSG00000286195
chr22	17563450	17563450	SLC25A18
chr22	17589192	17589192	LOC101929372
chr22	17628749	17628749	ATP6V1E1
chr22	17628855	17628855	BCL2L13
chr22	17774770	17774770	BID
chr22	17764259	17764259	MIR3198-1
chr22	17777322	17777322	LINC00528
chr22	18024561	18024561	MICAL3
chr22	17811497	17811497	ENSG00000093100
chr22	17800722	17800722	ENSG00000286990
chr22	17980961	17980961	MIR648
chr22	17983619	17983619	ENSG00000235445
chr22	18007308	18007308	ENSG00000234913
chr22	18019214	18019214	ENSG00000237446
chr22	18029385	18029385	LINC01634
chr22	18078884	18078884	ENSG00000225335
chr22	18077923	18077923	PEX26
chr22	18077989	18077989	ENSG00000288683
chr22	18081675	18081675	ENSG00000236890
chr22	18101612	18101612	ENSG00000235617
chr22	18103649	18103649	ARL2BPP10
chr22	18110100	18110100	TUBA8
chr22	18131154	18131154	ENSG00000280007
chr22	18150170	18150170	USP18
chr22	18205915	18205915	ENSG00000187979
chr22	18340145	18340145	GGTLC5P
chr22	18391105	18391105	FAM230J
chr22	18374106	18374106	ENSG00000276874
chr22	18404206	18404206	ENSG00000275060
chr22	18422244	18422244	FAM230A
chr22	18491247	18491247	ENSG00000277017
chr22	18512187	18512187	ENSG00000278044
chr22	18518161	18518161	GGTLC3
chr22	18524620	18524620	ENSG00000275319
chr22	18527157	18527157	ENSG00000277690
chr22	18527802	18527802	TMEM191B
chr22	18577968	18577968	ENSG00000274602
chr22	18605355	18605355	LOC124905174
chr22	18606102	18606102	ENSG00000222630
chr22	18611919	18611919	RIMBP3
chr22	18615581	18615581	ENSG00000275362
chr22	18625289	18625289	SUSD2P2
chr22	18633984	18633984	FAM246B
chr22	18638405	18638405	ENSG00000273907
chr22	18653617	18653617	PPP1R26P2
chr22	18715815	18715815	ENSG00000278008
chr22	18733914	18733914	FAM230E
chr22	18843399	18843399	GGT3P
chr22	18794804	18794804	ENSG00000239989
chr22	18833694	18833694	ENSG00000234764
chr22	18846811	18846811	POM121L15P
chr22	18858640	18858640	BCRP7
chr22	18894407	18894407	ENSG00000276095
chr22	18884682	18884682	ENSG00000279987
chr22	18906028	18906028	DGCR6
chr22	18906238	18906238	ENSG00000283809
chr22	18936553	18936553	PRODH
chr22	18936411	18936411	LOC122455341
chr22	18959512	18959512	ENSG00000280418
chr22	18970439	18970439	DGCR5
chr22	18981325	18981325	ENSG00000283583
chr22	18985836	18985836	ENSG00000237517
chr22	18997595	18997595	ENSG00000271275
chr22	19014353	19014353	ENSG00000283366
chr22	19018916	19018916	ENSG00000270393
chr22	19029524	19029524	FAM246C
chr22	19034564	19034564	CA15P1
chr22	19122454	19122454	DGCR2
chr22	19045256	19045256	ENSG00000206739
chr22	19048375	19048375	DGCR11
chr22	19055801	19055801	ENSG00000237347
chr22	19061843	19061843	ENSG00000281530
chr22	19121529	19121529	ENSG00000223461
chr22	19128449	19128449	ENSG00000272682
chr22	19124879	19124879	ENSG00000231086
chr22	19144684	19144684	ESS2
chr22	19131308	19131308	TSSK2
chr22	19150292	19150292	GSC2
chr22	19171395	19171395	ENSG00000260924
chr22	19178739	19178739	SLC25A1
chr22	19291719	19291719	CLTCL1
chr22	19196402	19196402	ENSG00000286367
chr22	19238739	19238739	RPL34P35
chr22	19249873	19249873	ENSG00000251940
chr22	19257520	19257520	KRT18P62
chr22	19291969	19291969	ENSG00000287146
chr22	19447450	19447450	HIRA
chr22	19447711	19447711	C22orf39
chr22	19365766	19365766	RN7SL168P
chr22	19432545	19432545	MRPL40
chr22	19447893	19447893	ENSG00000185065
chr22	19479202	19479202	UFD1
chr22	19454179	19454179	ENSG00000273300
chr22	19456503	19456503	ENSG00000273212
chr22	19479457	19479457	CDC45
chr22	19522769	19522769	ENSG00000287652
chr22	19527545	19527545	CLDN5
chr22	19566839	19566839	ENSG00000281548
chr22	19633574	19633574	ENSG00000230485
chr22	19667023	19667023	ENSG00000225007
chr22	19714503	19714503	SEPTIN5
chr22	19717220	19717220	SEPT5-GP1BB
chr22	19723539	19723539	GP1BB
chr22	19756703	19756703	TBX1
chr22	19854939	19854939	GNB1L
chr22	19792294	19792294	RPL7AP70
chr22	19854896	19854896	RTL10
chr22	19941820	19941820	TXNRD2
chr22	19887289	19887289	RPL8P5
chr22	19941371	19941371	COMT
chr22	19963753	19963753	MIR4761
chr22	20016823	20016823	ARVCF
chr22	20017014	20017014	TANGO2
chr22	20033139	20033139	MIR185
chr22	20070569	20070569	ENSG00000236540
chr22	20065705	20065705	ENSG00000268292
chr22	20070716	20070716	ENSG00000277950
chr22	20080232	20080232	DGCR8
chr22	20085746	20085746	MIR3618
chr22	20086058	20086058	MIR1306
chr22	20111875	20111875	ENSG00000243762
chr22	20117392	20117392	TRMT2A
chr22	20114751	20114751	MIR6816
chr22	20115938	20115938	RANBP1
chr22	20126402	20126402	SNORA77B
chr22	20129456	20129456	ZDHHC8
chr22	20151055	20151055	CCDC188
chr22	20204918	20204918	LINC02891
chr22	20206397	20206397	LINC00896
chr22	20283246	20283246	RTN4R
chr22	20249211	20249211	MIR1286
chr22	20299760	20299760	PRODHLP
chr22	20320080	20320080	DGCR6L
chr22	20318749	20318749	ENSG00000273343
chr22	20320739	20320739	ENSG00000273139
chr22	20338805	20338805	ENSG00000188280
chr22	20344365	20344365	ENSG00000235578
chr22	20354387	20354387	ENSG00000287446
chr22	20377251	20377251	USP41P
chr22	20394115	20394115	ZNF74
chr22	20416899	20416899	RNU6-225P
chr22	20437826	20437826	SCARF2
chr22	20446620	20446620	ENSG00000277971
chr22	20495844	20495844	KLHL22
chr22	20450122	20450122	ENSG00000215493
chr22	20475311	20475311	RNY1P9
chr22	20481158	20481158	ENSG00000201916
chr22	20482213	20482213	RN7SL812P
chr22	20484105	20484105	KRT18P5
chr22	20495913	20495913	MED15
chr22	20523870	20523870	ENSG00000236003
chr22	20592218	20592218	ENSG00000250261
chr22	20656914	20656914	SMPD4P1
chr22	20632619	20632619	ENSG00000276427
chr22	20652730	20652730	SLC9A3P2
chr22	20670984	20670984	ENSG00000229107
chr22	20689929	20689929	ENSG00000217261
chr22	20698934	20698934	ENSG00000235062
chr22	20701114	20701114	ENSG00000226287
chr22	20859417	20859417	PI4KA
chr22	20774113	20774113	SERPIND1
chr22	20859007	20859007	SNAP29
chr22	20891214	20891214	ENSG00000272600
chr22	20917407	20917407	CRKL
chr22	20957092	20957092	LINC01637
chr22	20965108	20965108	AIFM3
chr22	20979462	20979462	ENSG00000285314
chr22	20981755	20981755	ENSG00000272829
chr22	20982269	20982269	LZTR1
chr22	21002196	21002196	THAP7
chr22	21001886	21001886	THAP7-AS1
chr22	21009453	21009453	ENSG00000284060
chr22	21014292	21014292	ENSG00000161149
chr22	21009808	21009808	P2RX6
chr22	21014217	21014217	TUBA3FP
chr22	21032840	21032840	SLC7A4
chr22	21031354	21031354	ENSG00000226872
chr22	21034272	21034272	MIR649
chr22	21045017	21045017	ENSG00000206145
chr22	21045960	21045960	LRRC74B
chr22	21065462	21065462	TUBA3GP
chr22	21081018	21081018	ENSG00000284665
chr22	21103016	21103016	ENSG00000169668
chr22	21124451	21124451	ENSG00000197210
chr22	21128063	21128063	ENSG00000239511
chr22	21142371	21142371	ENSG00000224688
chr22	21167758	21167758	FAM230B
chr22	21179875	21179875	ENSG00000234503
chr22	21203755	21203755	ENSG00000283972
chr22	21227637	21227637	ENSG00000133475
chr22	21229138	21229138	ENSG00000283145
chr22	21268161	21268161	ENSG00000226885
chr22	21282881	21282881	ENSG00000229266
chr22	21294586	21294586	ENSG00000169662
chr22	21325042	21325042	FAM230H
chr22	21312920	21312920	ENSG00000237407
chr22	21341595	21341595	ENSG00000232771
chr22	21354563	21354563	LINC01651
chr22	21361299	21361299	FAM246A
chr22	21370064	21370064	SUSD2P1
chr22	21379701	21379701	ENSG00000273846
chr22	21383374	21383374	RIMBP3B
chr22	21389191	21389191	ENSG00000200057
chr22	21389938	21389938	LOC124905172
chr22	21396590	21396590	ENSG00000275840
chr22	21417371	21417371	HIC2
chr22	21463963	21463963	ENSG00000276800
chr22	21466423	21466423	TMEM191C
chr22	21517533	21517533	PI4KAP2
chr22	21544897	21544897	LOC124905172
chr22	21545644	21545644	ENSG00000222352
chr22	21551461	21551461	RIMBP3C
chr22	21549447	21549447	UBE2L3
chr22	21555138	21555138	ENSG00000275293
chr22	21630064	21630064	YDJC
chr22	21632716	21632716	CCDC116
chr22	21640844	21640844	ENSG00000273342
chr22	21642302	21642302	SDF2L1
chr22	21652270	21652270	ENSG00000207751
chr22	21652981	21652981	MIR301B
chr22	21653304	21653304	MIR130B
chr22	21657811	21657811	ENSG00000284630
chr22	21661295	21661295	ENSG00000284651
chr22	21661593	21661593	ENSG00000284654
chr22	21661929	21661929	ENSG00000284621
chr22	21661934	21661934	ENSG00000272954
chr22	21666000	21666000	PPIL2
chr22	21735794	21735794	YPEL1
chr22	21712761	21712761	ENSG00000286365
chr22	21723182	21723182	RN7SL280P
chr22	21744108	21744108	ENSG00000286127
chr22	21867680	21867680	MAPK1
chr22	21792434	21792434	RNA5SP493
chr22	21885673	21885673	ENSG00000225544
chr22	21952848	21952848	PPM1F
chr22	21938269	21938269	ENSG00000224086
chr22	21982813	21982813	TOP3B
chr22	22043934	22043934	ENSG00000197549
chr22	22026076	22026076	IGLVI-70
chr22	22030934	22030934	IGLV4-69
chr22	22032745	22032745	IGLVI-68
chr22	22036344	22036344	ENSG00000278657
chr22	22038643	22038643	ENSG00000249333
chr22	22043618	22043618	ENSG00000253794
chr22	22046430	22046430	ENSG00000228161
chr22	22058433	22058433	ENSG00000253874
chr22	22061077	22061077	IGLVV-66
chr22	22070225	22070225	IGLVIV-65
chr22	22075366	22075366	ENSG00000253242
chr22	22079770	22079770	IGLVI-63
chr22	22086561	22086561	ENSG00000253823
chr22	22087924	22087924	ENSG00000275361
chr22	22098700	22098700	IGLV8-61
chr22	22103219	22103219	ENSG00000225741
chr22	22118005	22118005	ENSG00000263366
chr22	22155582	22155582	ENSG00000236118
chr22	22157382	22157382	ENSG00000233720
chr22	22162199	22162199	IGLV4-60
chr22	22168289	22168289	ENSG00000227710
chr22	22171556	22171556	ENSG00000224465
chr22	22179228	22179228	ENSG00000254308
chr22	22182582	22182582	IGLVV-58
chr22	22185941	22185941	ENSG00000236323
chr22	22195799	22195799	IGLV6-57
chr22	22198560	22198560	ENSG00000253126
chr22	22201663	22201663	IGLV11-55
chr22	22214794	22214794	IGLV10-54
chr22	22219647	22219647	IGLVIV-53
chr22	22224566	22224566	ENSG00000228050
chr22	22230469	22230469	LOC100533679
chr22	22244780	22244780	VPREB1
chr22	22264601	22264601	ENSG00000279278
chr22	22287220	22287220	ENSG00000274422
chr22	22293733	22293733	ENSG00000234630
chr22	22298124	22298124	ENSG00000286129
chr22	22303224	22303224	ENSG00000272779
chr22	22318727	22318727	ENSG00000211643
chr22	22322472	22322472	IGLV1-51
chr22	22327300	22327300	IGLV1-50
chr22	22339573	22339573	ASH2LP3
chr22	22343187	22343187	IGLV9-49
chr22	22347807	22347807	ENSG00000232515
chr22	22352940	22352940	IGLV5-48
chr22	22357739	22357739	IGLV1-47
chr22	22366210	22366210	ENSG00000237428
chr22	22369614	22369614	IGLV7-46
chr22	22370829	22370829	ENSG00000232603
chr22	22375986	22375986	IGLV5-45
chr22	22380766	22380766	IGLV1-44
chr22	22395018	22395018	IGLV7-43
chr22	22397032	22397032	IGLVI-42
chr22	22398849	22398849	ENSG00000254073
chr22	22404207	22404207	IGLV1-41
chr22	22409766	22409766	IGLV1-40
chr22	22420326	22420326	ENSG00000224144
chr22	22425821	22425821	ENSG00000253889
chr22	22427540	22427540	IGLV5-37
chr22	22431958	22431958	IGLV1-36
chr22	22446686	22446686	ENSG00000230821
chr22	22450202	22450202	ENSG00000253631
chr22	22465659	22465659	ENSG00000226595
chr22	22508742	22508742	ZNF280B
chr22	22520270	22520270	ZNF280A
chr22	22559361	22559361	PRAME
chr22	22559343	22559343	LL22NC03-63E9.3
chr22	22580014	22580014	ENSG00000253120
chr22	22588155	22588155	IGLV2-33
chr22	22594528	22594528	IGLV3-32
chr22	22604445	22604445	ENSG00000253920
chr22	22618572	22618572	ENSG00000253329
chr22	22630065	22630065	BCRP4
chr22	22633849	22633849	ENSG00000286941
chr22	22644473	22644473	ENSG00000183169
chr22	22644475	22644475	GGTLC2
chr22	22661299	22661299	ENSG00000253338
chr22	22664473	22664473	IGLV2-28
chr22	22668288	22668288	IGLV3-27
chr22	22673152	22673152	ENSG00000253913
chr22	22679097	22679097	ENSG00000253779
chr22	22686726	22686726	IGLV3-25
chr22	22689831	22689831	ENSG00000232350
chr22	22693312	22693312	ENSG00000223999
chr22	22694439	22694439	ENSG00000253822
chr22	22697789	22697789	IGLV2-23
chr22	22700760	22700760	ENSG00000253546
chr22	22704265	22704265	IGLV3-22
chr22	22711689	22711689	IGLV3-21
chr22	22715290	22715290	ENSG00000254240
chr22	22720623	22720623	IGLV3-19
chr22	22731090	22731090	ENSG00000278667
chr22	22734607	22734607	IGLV2-18
chr22	22738944	22738944	IGLV3-17
chr22	22747383	22747383	IGLV3-16
chr22	22755554	22755554	IGLV3-15
chr22	22758700	22758700	IGLV2-14
chr22	22762294	22762294	ENSG00000253590
chr22	22771824	22771824	IGLV3-12
chr22	22774529	22774529	ENSG00000231392
chr22	22787268	22787268	ENSG00000275772
chr22	22792491	22792491	IGLV2-11
chr22	22803076	22803076	ENSG00000274381
chr22	22811747	22811747	IGLV3-10
chr22	22814671	22814671	ENSG00000226477
chr22	22819010	22819010	IGLV3-9
chr22	22822658	22822658	IGLV2-8
chr22	22822776	22822776	MIR650
chr22	22834865	22834865	ENSG00000237127
chr22	22838602	22838602	IGLV3-7
chr22	22850375	22850375	IGLV3-6
chr22	22856762	22856762	ENSG00000253234
chr22	22858025	22858025	ENSG00000226420
chr22	22871507	22871507	IGLV4-3
chr22	22873212	22873212	ENSG00000253963
chr22	22880706	22880706	ENSG00000211673
chr22	22886267	22886267	MIR5571
chr22	22887780	22887780	IGLL5
chr22	22893692	22893692	ENSG00000211674
chr22	22895375	22895375	IGLC1
chr22	22899481	22899481	ENSG00000211676
chr22	22900976	22900976	IGLC2
chr22	22904850	22904850	ENSG00000211678
chr22	22906342	22906342	IGLC3
chr22	22910574	22910574	IGLJ4
chr22	22910828	22910828	IGLC4
chr22	22914237	22914237	ENSG00000211681
chr22	22915635	22915635	IGLC5
chr22	22918132	22918132	ENSG00000211682
chr22	22919535	22919535	IGLC6
chr22	22921390	22921390	IGLJ7
chr22	22922594	22922594	IGLC7
chr22	22988263	22988263	LOC100287966
chr22	22990690	22990690	ENSG00000223679
chr22	23145021	23145021	RSPH14
chr22	23070519	23070519	GNAZ
chr22	23133005	23133005	ENSG00000283438
chr22	23137864	23137864	LOC124905170
chr22	23145366	23145366	RAB36
chr22	23179704	23179704	BCR
chr22	23180172	23180172	BCRP8
chr22	23262071	23262071	RN7SL263P
chr22	23262767	23262767	FBXW4P1
chr22	23322927	23322927	RPS10P30
chr22	23326616	23326616	LINC02556
chr22	23387731	23387731	ENSG00000215478
chr22	23402726	23402726	ENSG00000133519
chr22	23392553	23392553	ENSG00000248409
chr22	23433564	23433564	LINC01659
chr22	23446598	23446598	ENSG00000227755
chr22	23486980	23486980	FAM230I
chr22	23510154	23510154	ENSG00000287864
chr22	23513602	23513602	ENSG00000225413
chr22	23536881	23536881	LOC124900476
chr22	23567064	23567064	ENSG00000224277
chr22	23580302	23580302	IGLL1
chr22	23583859	23583859	ENSG00000272733
chr22	23607041	23607041	ENSG00000278655
chr22	23632321	23632321	DRICH1
chr22	23610329	23610329	ENSG00000275609
chr22	23638941	23638941	ENSG00000211683
chr22	23717356	23717356	GUSBP11
chr22	23640762	23640762	ENSG00000234353
chr22	23653334	23653334	ENSG00000244723
chr22	23717356	23717356	ENSG00000272578
chr22	23688136	23688136	RGL4
chr22	23751112	23751112	ZNF70
chr22	23754425	23754425	VPREB3
chr22	23762990	23762990	C22orf15
chr22	23767972	23767972	CHCHD10
chr22	23768226	23768226	MMP11
chr22	23786931	23786931	SMARCB1
chr22	23839128	23839128	DERL3
chr22	23857039	23857039	ENSG00000272973
chr22	23856703	23856703	SLC2A11
chr22	23862188	23862188	ENSG00000251357
chr22	23873277	23873277	ENSG00000279467
chr22	23879790	23879790	RN7SL268P
chr22	23894383	23894383	MIF
chr22	23898930	23898930	ENSG00000218537
chr22	23907068	23907068	ENSG00000273295
chr22	23926900	23926900	ENSG00000225282
chr22	23939998	23939998	LOC100652871
chr22	23949918	23949918	ENSG00000231271
chr22	23961195	23961195	GSTT2B
chr22	23963780	23963780	ENSG00000228039
chr22	23966888	23966888	DDTL
chr22	23969211	23969211	ENSG00000272787
chr22	23979828	23979828	DDT
chr22	23980469	23980469	ENSG00000285762
chr22	23991421	23991421	ENSG00000224205
chr22	23977585	23977585	ENSG00000250470
chr22	23980058	23980058	GSTT2
chr22	24005453	24005453	GSTT4
chr22	24008258	24008258	ENSG00000235689
chr22	24011192	24011192	CABIN1
chr22	24101689	24101689	ENSG00000232545
chr22	24181487	24181487	SUSD2
chr22	24245108	24245108	GGT5
chr22	24249466	24249466	GGTLC4P
chr22	24251828	24251828	ENSG00000128262
chr22	24263764	24263764	ENSG00000225098
chr22	24270134	24270134	ENSG00000215464
chr22	24270817	24270817	SPECC1L
chr22	24270898	24270898	SPECC1L-ADORA2A
